INDIVIDUAL_ID,INCOME,HAS_CHILDREN,LENGTH_OF_RESIDENCE,MARITAL_STATUS,HOME_MARKET_VALUE,HOME_OWNER,COLLEGE_DEGREE,GOOD_CREDIT
13543.0,125000.0,1.0,4.0,Married,300000 - 349999,1,1,1
13413.0,37500.0,0.0,15.0,Married,100000 - 124999,1,0,1
14854.0,70000.0,1.0,2.0,Married,150000 - 174999,1,1,1
16229.0,62500.0,0.0,4.0,Single,25000 - 49999,1,0,1
14274.0,125000.0,1.0,15.0,Married,25000 - 49999,1,1,1
12531.0,5000.0,1.0,4.0,Single,75000 - 99999,1,0,0
14640.0,17500.0,0.0,15.0,Single,75000 - 99999,1,1,1
14837.0,5000.0,1.0,15.0,Single,1000 - 24999,1,0,0
17242.0,87500.0,1.0,2.0,Single,50000 - 74999,1,1,1
17618.0,62500.0,0.0,1.0,Single,125000 - 149999,0,0,1
17335.0,125000.0,0.0,2.0,Single,150000 - 174999,1,0,1
17780.0,47500.0,1.0,5.0,Single,50000 - 74999,0,0,1
16950.0,70000.0,1.0,6.0,Married,150000 - 174999,1,1,1
13036.0,87500.0,1.0,3.0,Married,125000 - 149999,1,1,1
14879.0,70000.0,1.0,3.0,Single,100000 - 124999,1,1,1
13249.0,32500.0,1.0,2.0,Single,75000 - 99999,1,0,0
15727.0,87500.0,1.0,4.0,Married,50000 - 74999,1,1,1
15711.0,57500.0,0.0,14.0,Single,50000 - 74999,1,0,1
14701.0,250000.0,0.0,10.0,Married,200000 - 224999,1,1,1
16255.0,17500.0,0.0,12.0,Married,150000 - 174999,1,0,1
17071.0,125000.0,1.0,1.0,Married,500000 - 749999,1,1,1
14522.0,87500.0,0.0,15.0,Married,100000 - 124999,1,1,1
17141.0,62500.0,1.0,15.0,Married,75000 - 99999,1,0,1
13209.0,12500.0,1.0,15.0,Married,100000 - 124999,1,0,1
14044.0,250000.0,0.0,15.0,Married,200000 - 224999,1,1,1
17142.0,250000.0,0.0,15.0,Married,125000 - 149999,1,0,1
15434.0,125000.0,1.0,4.0,Married,125000 - 149999,1,0,1
15483.0,57500.0,0.0,12.0,Single,75000 - 99999,1,1,1
14986.0,42500.0,0.0,4.0,Married,75000 - 99999,1,0,0
17584.0,80372.176,0.0,12.0,Single,75000 - 99999,1,0,1
15303.0,57500.0,1.0,15.0,Single,50000 - 74999,1,0,1
17810.0,42500.0,0.0,0.0,Single,100000 - 124999,1,0,0
18199.0,12500.0,0.0,8.0,Single,50000 - 74999,1,0,0
13477.0,87500.0,0.0,4.0,Married,75000 - 99999,1,0,1
16795.0,80372.176,0.0,2.0,Single,50000 - 74999,1,1,1
14628.0,37500.0,0.0,1.0,Single,75000 - 99999,0,0,1
15611.0,87500.0,1.0,2.0,Single,200000 - 224999,1,1,1
14376.0,87500.0,0.0,1.0,Married,100000 - 124999,1,1,1
14538.0,87500.0,1.0,1.0,Single,300000 - 349999,1,0,1
17218.0,125000.0,0.0,7.0,Married,75000 - 99999,1,1,1
13650.0,52500.0,0.0,5.0,Single,25000 - 49999,1,0,1
13971.0,42500.0,0.0,6.0,Single,125000 - 149999,1,0,0
15950.0,37500.0,0.0,15.0,Single,50000 - 74999,1,0,1
17353.0,250000.0,0.0,1.0,Single,175000 - 199999,1,1,1
17536.0,125000.0,0.0,6.0,Single,350000 - 399999,1,0,1
15003.0,32500.0,0.0,8.0,Single,50000 - 74999,1,1,1
16481.0,125000.0,0.0,8.0,Single,150000 - 174999,1,1,1
13459.0,125000.0,0.0,9.0,Single,350000 - 399999,1,0,1
16281.0,17500.0,0.0,7.0,Single,75000 - 99999,1,0,1
12905.0,37500.0,0.0,15.0,Married,50000 - 74999,1,0,1
12361.0,17500.0,1.0,10.0,Single,50000 - 74999,1,0,1
17059.0,125000.0,0.0,7.0,Married,75000 - 99999,1,0,1
15845.0,87500.0,1.0,15.0,Single,75000 - 99999,1,0,1
17726.0,87500.0,1.0,11.0,Single,100000 - 124999,1,1,1
13514.0,62500.0,0.0,3.0,Married,150000 - 174999,1,1,1
15766.0,87500.0,1.0,5.0,Married,75000 - 99999,1,1,1
15959.0,87500.0,1.0,8.0,Married,100000 - 124999,1,0,1
12745.0,70000.0,0.0,15.0,Married,100000 - 124999,1,0,1
16154.0,32500.0,1.0,6.801,Single,1000 - 24999,0,1,0
12606.0,125000.0,0.0,1.0,Single,150000 - 174999,1,0,1
12454.0,125000.0,1.0,9.0,Married,75000 - 99999,1,1,1
15383.0,22500.0,0.0,11.0,Single,50000 - 74999,1,0,0
12706.0,87500.0,0.0,3.0,Single,125000 - 149999,1,0,1
12404.0,70000.0,0.0,14.0,Single,100000 - 124999,1,0,1
16840.0,37500.0,1.0,1.0,Married,75000 - 99999,0,1,1
12382.0,52500.0,0.0,4.0,Single,100000 - 124999,1,1,1
12466.0,12500.0,1.0,4.0,Single,150000 - 174999,0,0,1
16291.0,87500.0,1.0,1.0,Married,100000 - 124999,0,0,1
12555.0,22500.0,1.0,15.0,Married,25000 - 49999,1,1,0
12858.0,42500.0,1.0,6.0,Married,150000 - 174999,1,1,0
14912.0,250000.0,1.0,12.0,Married,150000 - 174999,1,0,1
12846.0,125000.0,0.0,9.0,Married,175000 - 199999,1,1,1
13664.0,87500.0,0.0,15.0,Married,125000 - 149999,1,0,1
16047.0,162500.0,1.0,5.0,Married,200000 - 224999,1,0,1
12792.0,125000.0,0.0,6.0,Married,100000 - 124999,1,0,1
12696.0,125000.0,1.0,5.0,Married,100000 - 124999,1,1,1
17130.0,87500.0,1.0,14.0,Married,50000 - 74999,1,0,1
13776.0,87500.0,0.0,12.0,Married,75000 - 99999,1,1,1
13528.0,62500.0,1.0,4.0,Married,100000 - 124999,1,1,1
14380.0,12500.0,0.0,15.0,Married,50000 - 74999,1,0,1
14079.0,27500.0,1.0,4.0,Single,50000 - 74999,1,0,0
12497.0,70000.0,1.0,6.0,Single,125000 - 149999,1,0,0
15702.0,80372.176,0.0,2.0,Single,100000 - 124999,1,0,1
14358.0,87500.0,1.0,1.0,Married,50000 - 74999,1,0,1
12570.0,87500.0,1.0,15.0,Married,100000 - 124999,1,0,1
15073.0,87500.0,0.0,7.0,Single,100000 - 124999,1,0,1
13698.0,37500.0,1.0,11.0,Married,1000 - 24999,1,0,1
16051.0,87500.0,1.0,4.0,Single,100000 - 124999,1,0,1
14365.0,32500.0,1.0,8.0,Married,75000 - 99999,1,1,0
15695.0,17500.0,0.0,7.0,Single,75000 - 99999,1,0,1
15638.0,87500.0,0.0,1.0,Single,50000 - 74999,1,0,1
15798.0,80372.176,1.0,8.0,Single,100000 - 124999,1,1,1
17604.0,125000.0,1.0,5.0,Single,200000 - 224999,1,1,1
13048.0,125000.0,1.0,9.0,Married,100000 - 124999,1,0,1
13101.0,87500.0,1.0,3.0,Single,175000 - 199999,0,1,1
18016.0,87500.0,1.0,2.0,Married,125000 - 149999,1,0,1
17695.0,47500.0,0.0,6.0,Married,100000 - 124999,1,0,1
14672.0,62500.0,1.0,7.0,Married,150000 - 174999,1,0,0
13820.0,80372.176,0.0,13.0,Single,300000 - 349999,0,0,1
14613.0,87500.0,1.0,2.0,Married,125000 - 149999,1,0,0
15544.0,250000.0,1.0,14.0,Married,300000 - 349999,1,1,1
18194.0,32500.0,1.0,15.0,Single,50000 - 74999,1,1,1
16262.0,70000.0,0.0,15.0,Married,75000 - 99999,1,1,1
17905.0,87500.0,0.0,7.0,Single,125000 - 149999,1,0,1
15861.0,125000.0,0.0,10.0,Married,75000 - 99999,1,1,1
14469.0,125000.0,0.0,8.0,Single,175000 - 199999,1,0,1
15487.0,87500.0,1.0,8.0,Single,125000 - 149999,1,1,1
15251.0,52500.0,0.0,15.0,Married,50000 - 74999,1,1,0
14249.0,42500.0,0.0,5.0,Married,125000 - 149999,1,1,1
16673.0,70000.0,1.0,12.0,Married,100000 - 124999,1,0,1
15182.0,47500.0,0.0,2.0,Married,100000 - 124999,1,0,1
14068.0,57500.0,0.0,12.0,Married,75000 - 99999,1,0,1
16923.0,87500.0,1.0,0.0,Married,100000 - 124999,1,0,1
15013.0,125000.0,0.0,7.0,Single,225000 - 249999,0,0,1
15588.0,47500.0,0.0,15.0,Married,150000 - 174999,1,1,1
17137.0,250000.0,1.0,13.0,Married,150000 - 174999,1,0,1
14481.0,62500.0,1.0,15.0,Married,75000 - 99999,1,1,1
16014.0,125000.0,0.0,11.0,Married,175000 - 199999,1,0,0
14820.0,32500.0,1.0,9.0,Married,50000 - 74999,1,0,0
15385.0,47500.0,0.0,2.0,Single,200000 - 224999,0,0,1
12483.0,17500.0,0.0,15.0,Married,25000 - 49999,1,0,1
13443.0,27500.0,0.0,15.0,Single,25000 - 49999,1,1,1
13392.0,250000.0,1.0,3.0,Single,1000 - 24999,0,1,1
13897.0,187500.0,0.0,15.0,Married,75000 - 99999,1,0,1
15338.0,62500.0,1.0,3.0,Married,125000 - 149999,1,0,1
18212.0,87500.0,0.0,15.0,Single,100000 - 124999,1,1,1
16655.0,17500.0,0.0,15.0,Married,125000 - 149999,1,0,1
17107.0,37500.0,1.0,15.0,Married,125000 - 149999,1,1,1
17176.0,250000.0,0.0,4.0,Married,125000 - 149999,1,0,0
13478.0,87500.0,1.0,9.0,Single,100000 - 124999,1,0,1
14637.0,70000.0,0.0,6.801,Single,350000 - 399999,0,0,1
14370.0,47500.0,1.0,12.0,Married,100000 - 124999,0,0,1
12810.0,37500.0,1.0,15.0,Single,100000 - 124999,1,0,1
14047.0,80372.176,1.0,10.0,Married,75000 - 99999,1,0,1
17365.0,52500.0,1.0,2.0,Married,100000 - 124999,1,0,1
12800.0,87500.0,1.0,4.0,Married,75000 - 99999,1,0,1
12711.0,87500.0,0.0,9.0,Married,150000 - 174999,1,1,1
15416.0,47500.0,0.0,15.0,Single,25000 - 49999,1,0,1
13511.0,87500.0,1.0,15.0,Married,125000 - 149999,1,0,1
16415.0,42500.0,1.0,15.0,Married,50000 - 74999,1,0,0
15512.0,125000.0,0.0,4.0,Married,125000 - 149999,1,0,1
14821.0,225000.0,1.0,15.0,Married,150000 - 174999,1,1,1
17361.0,22500.0,0.0,6.0,Single,25000 - 49999,0,0,0
13628.0,125000.0,0.0,6.0,Married,350000 - 399999,1,0,1
15480.0,57500.0,0.0,3.0,Married,50000 - 74999,1,0,1
18064.0,70000.0,0.0,6.801,Single,125000 - 149999,0,0,0
15564.0,125000.0,1.0,8.0,Married,175000 - 199999,1,1,1
13584.0,47500.0,0.0,2.0,Married,50000 - 74999,1,1,1
17146.0,22500.0,1.0,8.0,Single,100000 - 124999,1,1,1
15279.0,87500.0,0.0,9.0,Single,50000 - 74999,1,0,1
18175.0,125000.0,0.0,15.0,Married,75000 - 99999,1,0,0
17163.0,87500.0,0.0,15.0,Single,100000 - 124999,1,1,1
13975.0,27500.0,0.0,7.0,Single,25000 - 49999,1,0,1
16300.0,5000.0,1.0,4.0,Single,150000 - 174999,0,0,0
12848.0,62500.0,1.0,15.0,Married,200000 - 224999,1,0,0
17876.0,47500.0,1.0,1.0,Married,100000 - 124999,0,0,0
16067.0,27500.0,0.0,15.0,Married,50000 - 74999,1,0,0
12805.0,57500.0,1.0,1.0,Single,50000 - 74999,1,0,1
13553.0,87500.0,0.0,1.0,Single,1000 - 24999,1,0,0
16928.0,80372.176,1.0,7.0,Single,100000 - 124999,1,0,1
17311.0,52500.0,0.0,8.0,Single,125000 - 149999,1,0,1
16081.0,37500.0,1.0,1.0,Single,75000 - 99999,1,0,1
15448.0,80372.176,0.0,15.0,Married,75000 - 99999,1,0,1
18101.0,250000.0,1.0,7.0,Married,100000 - 124999,1,0,1
16834.0,70000.0,1.0,5.0,Married,100000 - 124999,1,0,1
17690.0,52500.0,1.0,7.0,Married,75000 - 99999,1,0,1
12840.0,42500.0,1.0,5.0,Married,50000 - 74999,1,0,0
15023.0,87500.0,1.0,9.0,Married,150000 - 174999,1,0,1
14038.0,125000.0,1.0,3.0,Married,125000 - 149999,1,0,1
15591.0,37500.0,1.0,2.0,Single,175000 - 199999,1,1,1
15732.0,70000.0,1.0,4.0,Married,100000 - 124999,1,0,1
16583.0,42500.0,0.0,15.0,Married,50000 - 74999,1,1,1
17281.0,70000.0,1.0,2.0,Single,50000 - 74999,1,0,1
16383.0,87500.0,1.0,15.0,Married,100000 - 124999,1,0,1
16412.0,125000.0,1.0,15.0,Married,125000 - 149999,1,0,1
17138.0,87500.0,0.0,12.0,Single,75000 - 99999,1,0,1
16986.0,52500.0,1.0,4.0,Married,50000 - 74999,1,1,1
12500.0,47500.0,1.0,4.0,Married,125000 - 149999,1,0,1
15365.0,87500.0,0.0,15.0,Single,50000 - 74999,1,0,1
17328.0,70000.0,0.0,8.0,Married,100000 - 124999,1,1,1
18267.0,17500.0,1.0,15.0,Married,75000 - 99999,1,1,1
13009.0,250000.0,1.0,3.0,Married,200000 - 224999,1,1,1
16147.0,52500.0,1.0,4.0,Married,175000 - 199999,1,0,1
15784.0,70000.0,0.0,3.0,Married,275000 - 299999,1,0,1
14682.0,250000.0,1.0,4.0,Married,150000 - 174999,1,1,1
15660.0,27500.0,1.0,4.0,Married,75000 - 99999,1,0,1
15584.0,52500.0,1.0,6.0,Married,75000 - 99999,1,0,0
16225.0,87500.0,0.0,15.0,Married,100000 - 124999,1,0,1
12402.0,125000.0,1.0,2.0,Married,275000 - 299999,1,1,1
14562.0,70000.0,1.0,7.0,Single,75000 - 99999,1,1,1
17550.0,125000.0,0.0,15.0,Single,100000 - 124999,1,0,1
16212.0,12500.0,1.0,15.0,Single,75000 - 99999,1,0,0
17504.0,70000.0,0.0,15.0,Married,125000 - 149999,1,1,1
14227.0,125000.0,1.0,2.0,Married,25000 - 49999,1,0,1
13497.0,70000.0,1.0,3.0,Married,100000 - 124999,1,1,1
16161.0,47500.0,0.0,1.0,Single,200000 - 224999,1,1,1
13417.0,70000.0,0.0,6.0,Single,100000 - 124999,1,0,1
13304.0,27500.0,1.0,3.0,Single,225000 - 249999,0,1,1
14884.0,125000.0,0.0,10.0,Married,125000 - 149999,1,1,1
15339.0,87500.0,0.0,6.0,Single,200000 - 224999,1,0,1
17514.0,187500.0,1.0,13.0,Married,100000 - 124999,1,0,1
12524.0,87500.0,1.0,7.0,Married,125000 - 149999,1,1,1
12665.0,47500.0,1.0,1.0,Married,75000 - 99999,1,1,1
17319.0,70000.0,0.0,7.0,Single,125000 - 149999,0,0,1
17774.0,87500.0,0.0,5.0,Married,125000 - 149999,1,0,1
15892.0,70000.0,1.0,15.0,Married,75000 - 99999,1,1,1
13119.0,37500.0,1.0,2.0,Married,125000 - 149999,0,1,1
13131.0,5000.0,1.0,12.0,Married,50000 - 74999,1,0,0
14609.0,125000.0,0.0,2.0,Married,75000 - 99999,1,0,1
17577.0,62500.0,1.0,12.0,Married,125000 - 149999,1,0,1
15082.0,62500.0,1.0,2.0,Married,125000 - 149999,1,0,1
12645.0,250000.0,0.0,10.0,Married,100000 - 124999,1,1,1
16344.0,17500.0,0.0,15.0,Married,125000 - 149999,1,0,1
17731.0,37500.0,1.0,1.0,Married,175000 - 199999,1,0,1
13976.0,125000.0,1.0,9.0,Married,125000 - 149999,1,0,1
16419.0,27500.0,1.0,4.0,Married,100000 - 124999,1,0,1
13985.0,62500.0,0.0,15.0,Single,75000 - 99999,1,1,1
16873.0,87500.0,0.0,5.0,Married,175000 - 199999,1,1,1
12663.0,87500.0,0.0,5.0,Single,250000 - 274999,0,0,1
13092.0,250000.0,1.0,5.0,Married,100000 - 124999,1,0,1
18058.0,87500.0,1.0,15.0,Married,75000 - 99999,1,0,1
13164.0,57500.0,1.0,8.0,Married,125000 - 149999,1,1,1
12776.0,47500.0,1.0,1.0,Single,125000 - 149999,0,0,0
17201.0,250000.0,0.0,9.0,Married,175000 - 199999,1,0,1
17575.0,87500.0,0.0,1.0,Married,150000 - 174999,1,0,1
12474.0,27500.0,0.0,15.0,Married,100000 - 124999,1,1,1
16577.0,125000.0,1.0,2.0,Married,150000 - 174999,1,1,1
12670.0,87500.0,1.0,2.0,Single,100000 - 124999,1,1,1
12567.0,250000.0,1.0,11.0,Married,150000 - 174999,1,0,1
14115.0,250000.0,0.0,10.0,Married,175000 - 199999,1,1,1
14072.0,125000.0,0.0,3.0,Married,150000 - 174999,1,0,1
16992.0,70000.0,1.0,15.0,Married,100000 - 124999,1,1,1
14301.0,70000.0,0.0,15.0,Married,100000 - 124999,1,0,1
17685.0,87500.0,1.0,10.0,Married,175000 - 199999,1,0,1
14190.0,17500.0,1.0,3.0,Single,50000 - 74999,1,0,1
15244.0,57500.0,1.0,4.0,Married,50000 - 74999,1,1,1
13288.0,5000.0,1.0,6.0,Single,50000 - 74999,1,1,0
13551.0,52500.0,0.0,2.0,Single,50000 - 74999,1,1,1
16839.0,70000.0,0.0,15.0,Married,75000 - 99999,1,0,1
13629.0,125000.0,1.0,3.0,Single,75000 - 99999,1,0,1
13291.0,70000.0,1.0,2.0,Married,75000 - 99999,1,1,1
16553.0,62500.0,1.0,15.0,Married,100000 - 124999,1,0,1
16895.0,70000.0,0.0,6.0,Single,50000 - 74999,1,1,1
15504.0,47500.0,0.0,7.0,Married,75000 - 99999,1,0,1
13223.0,250000.0,0.0,3.0,Married,100000 - 124999,1,1,1
17226.0,57500.0,0.0,15.0,Single,75000 - 99999,1,0,1
17547.0,87500.0,0.0,5.0,Single,125000 - 149999,0,0,1
15278.0,225000.0,1.0,6.0,Married,75000 - 99999,1,0,1
14103.0,62500.0,0.0,3.0,Single,75000 - 99999,0,0,1
12976.0,42500.0,1.0,15.0,Married,50000 - 74999,1,0,1
14827.0,62500.0,1.0,8.0,Single,100000 - 124999,1,0,1
17258.0,5000.0,1.0,12.0,Single,50000 - 74999,1,1,0
17955.0,62500.0,1.0,15.0,Married,75000 - 99999,1,1,1
17029.0,125000.0,0.0,15.0,Married,150000 - 174999,1,0,1
15372.0,87500.0,1.0,7.0,Married,200000 - 224999,1,1,1
16608.0,87500.0,1.0,2.0,Married,125000 - 149999,1,0,1
17108.0,125000.0,0.0,15.0,Married,75000 - 99999,1,0,1
15425.0,70000.0,1.0,3.0,Married,200000 - 224999,1,1,1
16136.0,87500.0,1.0,3.0,Single,150000 - 174999,0,0,1
13421.0,125000.0,0.0,2.0,Married,125000 - 149999,1,1,1
15272.0,125000.0,1.0,11.0,Single,175000 - 199999,1,1,1
17285.0,70000.0,1.0,4.0,Single,125000 - 149999,1,1,1
15964.0,52500.0,0.0,7.0,Single,50000 - 74999,0,0,1
14909.0,125000.0,0.0,4.0,Married,100000 - 124999,1,0,1
18179.0,27500.0,0.0,15.0,Single,100000 - 124999,1,0,1
14943.0,22500.0,0.0,15.0,Married,50000 - 74999,1,1,0
12391.0,87500.0,1.0,9.0,Married,50000 - 74999,1,0,1
14282.0,125000.0,0.0,6.0,Married,225000 - 249999,1,1,1
12380.0,87500.0,1.0,15.0,Married,100000 - 124999,1,1,1
16330.0,125000.0,0.0,15.0,Married,100000 - 124999,1,1,1
15371.0,125000.0,1.0,15.0,Married,100000 - 124999,1,0,1
16544.0,52500.0,0.0,15.0,Married,75000 - 99999,1,1,1
16860.0,87500.0,0.0,14.0,Married,50000 - 74999,1,0,1
17442.0,250000.0,0.0,15.0,Married,75000 - 99999,1,1,1
17644.0,17500.0,1.0,5.0,Single,50000 - 74999,1,1,1
15323.0,250000.0,1.0,3.0,Married,275000 - 299999,1,0,1
13802.0,87500.0,0.0,7.0,Single,50000 - 74999,0,0,1
14369.0,70000.0,1.0,4.0,Married,125000 - 149999,0,0,1
16359.0,70000.0,1.0,4.0,Single,250000 - 274999,1,0,1
14989.0,70000.0,1.0,4.0,Married,100000 - 124999,1,0,1
16584.0,37500.0,1.0,1.0,Single,25000 - 49999,0,0,1
13407.0,70000.0,1.0,1.0,Single,150000 - 174999,1,1,1
14639.0,47500.0,0.0,15.0,Married,75000 - 99999,1,0,1
17789.0,125000.0,1.0,15.0,Married,150000 - 174999,1,1,1
15325.0,125000.0,0.0,15.0,Married,100000 - 124999,1,0,1
12960.0,125000.0,0.0,4.0,Married,125000 - 149999,1,0,1
13503.0,22500.0,1.0,15.0,Married,100000 - 124999,1,1,0
12972.0,57500.0,1.0,7.0,Single,150000 - 174999,1,0,1
17931.0,125000.0,1.0,6.0,Married,225000 - 249999,1,1,1
13842.0,62500.0,1.0,15.0,Married,75000 - 99999,1,1,1
16911.0,70000.0,0.0,15.0,Married,150000 - 174999,1,0,1
16774.0,87500.0,1.0,10.0,Married,75000 - 99999,1,0,1
13659.0,125000.0,0.0,15.0,Married,100000 - 124999,1,0,1
18285.0,125000.0,0.0,15.0,Married,125000 - 149999,1,0,1
14244.0,80372.176,0.0,4.0,Single,150000 - 174999,1,0,1
17560.0,125000.0,0.0,13.0,Married,75000 - 99999,1,0,1
13115.0,87500.0,0.0,11.0,Married,125000 - 149999,1,0,1
14276.0,87500.0,0.0,3.0,Married,125000 - 149999,1,0,1
17426.0,57500.0,0.0,15.0,Married,150000 - 174999,1,0,1
16447.0,87500.0,0.0,9.0,Married,125000 - 149999,1,0,1
16938.0,22500.0,1.0,15.0,Married,75000 - 99999,1,1,0
18218.0,70000.0,1.0,4.0,Single,175000 - 199999,1,1,1
14322.0,5000.0,0.0,8.0,Married,50000 - 74999,1,1,0
14495.0,70000.0,1.0,1.0,Married,250000 - 274999,1,0,1
14890.0,87500.0,0.0,15.0,Single,25000 - 49999,1,0,1
13773.0,37500.0,1.0,3.0,Single,50000 - 74999,1,1,1
12993.0,125000.0,0.0,4.0,Single,100000 - 124999,1,1,1
12898.0,62500.0,1.0,2.0,Single,175000 - 199999,1,1,0
13579.0,42500.0,0.0,10.0,Single,25000 - 49999,1,0,0
18178.0,5000.0,0.0,1.0,Single,100000 - 124999,0,0,1
17763.0,32500.0,0.0,2.0,Married,450000 - 499999,1,0,0
12891.0,47500.0,1.0,15.0,Married,250000 - 274999,1,1,0
15693.0,27500.0,0.0,5.0,Single,150000 - 174999,1,1,0
14686.0,87500.0,0.0,15.0,Single,200000 - 224999,1,0,1
18153.0,17500.0,1.0,1.0,Single,125000 - 149999,1,0,0
14783.0,27500.0,0.0,15.0,Single,300000 - 349999,1,0,0
18257.0,52500.0,0.0,4.0,Married,100000 - 124999,1,0,0
15306.0,27500.0,0.0,3.0,Single,50000 - 74999,1,0,1
16487.0,125000.0,0.0,3.0,Single,125000 - 149999,1,0,1
13957.0,70000.0,0.0,4.0,Married,225000 - 249999,1,1,1
16574.0,62500.0,1.0,12.0,Single,175000 - 199999,1,0,1
17145.0,87500.0,1.0,13.0,Married,75000 - 99999,1,1,1
13191.0,125000.0,0.0,3.0,Single,175000 - 199999,1,0,0
18283.0,62500.0,0.0,10.0,Married,75000 - 99999,1,0,1
13761.0,125000.0,1.0,1.0,Married,200000 - 224999,1,0,1
14878.0,70000.0,0.0,4.0,Married,150000 - 174999,0,1,1
15988.0,125000.0,0.0,1.0,Married,125000 - 149999,1,1,1
16693.0,125000.0,1.0,10.0,Married,100000 - 124999,1,1,1
16948.0,225000.0,0.0,14.0,Married,100000 - 124999,1,1,1
15928.0,250000.0,1.0,9.0,Married,275000 - 299999,1,1,1
12945.0,22500.0,1.0,5.0,Single,125000 - 149999,1,0,0
16273.0,87500.0,1.0,3.0,Married,175000 - 199999,1,0,1
13540.0,250000.0,0.0,7.0,Married,200000 - 224999,1,0,1
12360.0,87500.0,1.0,4.0,Married,100000 - 124999,1,0,1
13434.0,87500.0,1.0,7.0,Married,175000 - 199999,1,0,1
16619.0,87500.0,1.0,5.0,Married,175000 - 199999,1,0,1
14997.0,125000.0,0.0,9.0,Married,25000 - 49999,1,0,1
17439.0,80372.176,1.0,6.0,Single,225000 - 249999,1,1,1
13217.0,87500.0,1.0,15.0,Married,75000 - 99999,1,0,1
15754.0,17500.0,0.0,15.0,Married,75000 - 99999,1,0,0
17259.0,125000.0,1.0,15.0,Married,175000 - 199999,1,1,1
15673.0,62500.0,1.0,4.0,Married,125000 - 149999,1,0,0
16071.0,70000.0,1.0,2.0,Married,75000 - 99999,1,0,1
17829.0,87500.0,1.0,3.0,Married,75000 - 99999,1,0,1
17667.0,62500.0,0.0,3.0,Married,225000 - 249999,1,0,1
15493.0,87500.0,0.0,15.0,Single,100000 - 124999,1,1,1
16416.0,32500.0,1.0,15.0,Married,50000 - 74999,1,1,0
14726.0,62500.0,0.0,6.0,Married,75000 - 99999,1,0,1
15295.0,125000.0,0.0,15.0,Married,200000 - 224999,1,0,1
13772.0,22500.0,1.0,6.0,Married,50000 - 74999,1,1,0
15241.0,125000.0,1.0,9.0,Married,225000 - 249999,1,1,1
13490.0,87500.0,1.0,10.0,Married,75000 - 99999,1,0,1
15955.0,17500.0,1.0,10.0,Married,75000 - 99999,1,0,1
15290.0,70000.0,0.0,14.0,Married,150000 - 174999,1,0,1
16388.0,87500.0,0.0,3.0,Married,75000 - 99999,1,0,1
12482.0,87500.0,0.0,6.0,Married,275000 - 299999,1,1,1
16406.0,52500.0,1.0,7.0,Married,50000 - 74999,1,0,1
12998.0,87500.0,1.0,0.0,Married,175000 - 199999,1,1,1
12907.0,37500.0,0.0,15.0,Married,100000 - 124999,1,0,1
15439.0,27500.0,0.0,13.0,Single,75000 - 99999,1,0,1
14284.0,87500.0,1.0,12.0,Married,100000 - 124999,1,0,1
12909.0,37500.0,0.0,1.0,Married,100000 - 124999,1,0,1
15659.0,125000.0,0.0,15.0,Married,125000 - 149999,1,0,1
15058.0,70000.0,1.0,2.0,Single,100000 - 124999,0,1,1
16208.0,62500.0,1.0,9.0,Married,125000 - 149999,1,0,0
14535.0,125000.0,1.0,3.0,Married,100000 - 124999,1,0,0
13469.0,37500.0,0.0,10.0,Single,75000 - 99999,1,1,1
16118.0,70000.0,1.0,4.0,Married,175000 - 199999,1,1,1
16471.0,47500.0,1.0,2.0,Married,125000 - 149999,1,0,1
14740.0,125000.0,0.0,14.0,Single,275000 - 299999,1,1,1
18009.0,47500.0,1.0,15.0,Married,150000 - 174999,1,0,1
13771.0,87500.0,1.0,15.0,Married,125000 - 149999,1,1,1
14402.0,37500.0,0.0,4.0,Single,100000 - 124999,1,0,1
13935.0,70000.0,1.0,9.0,Married,125000 - 149999,1,0,1
16677.0,47500.0,1.0,3.0,Single,100000 - 124999,1,0,1
13652.0,47500.0,0.0,0.0,Married,25000 - 49999,1,1,0
14770.0,87500.0,0.0,10.0,Married,25000 - 49999,1,0,1
17207.0,162500.0,0.0,9.0,Single,300000 - 349999,1,0,0
15366.0,22500.0,1.0,15.0,Single,25000 - 49999,0,1,0
15124.0,125000.0,0.0,15.0,Married,125000 - 149999,1,0,0
13598.0,125000.0,1.0,7.0,Single,125000 - 149999,1,0,1
14177.0,12500.0,1.0,6.801,Single,50000 - 74999,0,0,0
16913.0,70000.0,0.0,13.0,Single,175000 - 199999,1,0,1
16807.0,37500.0,0.0,15.0,Married,50000 - 74999,1,0,1
15569.0,125000.0,1.0,5.0,Married,175000 - 199999,0,0,1
15149.0,125000.0,1.0,8.0,Married,150000 - 174999,1,1,1
14807.0,125000.0,0.0,8.0,Married,275000 - 299999,1,1,1
17760.0,87500.0,1.0,4.0,Single,150000 - 174999,0,1,1
15664.0,87500.0,0.0,5.0,Single,175000 - 199999,1,1,1
16939.0,62500.0,1.0,11.0,Single,50000 - 74999,1,0,1
16283.0,70000.0,1.0,14.0,Married,50000 - 74999,1,0,1
17373.0,125000.0,1.0,12.0,Married,75000 - 99999,1,0,1
18069.0,70000.0,0.0,10.0,Married,75000 - 99999,1,0,1
12598.0,125000.0,0.0,14.0,Single,100000 - 124999,1,1,1
14131.0,125000.0,0.0,6.0,Married,150000 - 174999,1,0,1
16511.0,57500.0,1.0,8.0,Married,100000 - 124999,1,0,1
16037.0,125000.0,1.0,4.0,Single,125000 - 149999,1,1,1
